Vendor Name,Invoice  Date,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,PO Num,Total    Difference,Discrepancy,Memo
West of the Wind Designs,43108,94325,95,0,0,737825,95,737825-1,0,,WEST OF THE WIND 010818 94325
Mexican Country Imports,43108,10858,120.98,9.95,29.03,737397,82,737397-2,0,,MEXICAN COUNTRY 010817 10858
Webers Leather,43108,94948,22.82,7.86,0,737178,14.96,737178-2,0,,WEBERS 010818 94948
HOMEFIRES,43108,45314,27.5,5,0,737143,22.5,737143-2,0,,HOMEFIRES 010818 45314
SOLSTICE ARTS,43108,80554,105,15,0,737027,90,737027-1,0,,SOLSTICE ARTS 010818 80554
SOLSTICE ARTS,43108,80554,58,5,0,736973,53,736973-1,0,,SOLSTICE ARTS 010818 80554
SOLSTICE ARTS,43108,80554,20.95,5,0,736867,18,736867-1,2.05,,SOLSTICE ARTS 010818 80554
SOLSTICE ARTS,43108,80554,80,5,0,736818,75,736818-1,0,,SOLSTICE ARTS 010818 80554
Saverio Inc.,43105,201810010,35,5,0,736814,30,736814-1,0,,SAVERIO 010518 201810010
"Crosses of Comfort, LLC",43108,2449,175.5,0,0,736810,175.5,736810-1,0,,CROSSES OF COMFORT 010818 2449
SOLSTICE ARTS,43108,80554,80,5,0,736683,75,736683-1,0,,SOLSTICE ARTS 010818 80554
SOLSTICE ARTS,43108,80554,85,5,0,736676,80,736676-1,0,,SOLSTICE ARTS 010818 80554
Saverio Inc.,43105,201810009,20,5,0,736661,15,736661-4,0,,SAVERIO 010518 201810009
Wilco Home,43105,84243,42,0,0,736608,42,736608-1,0,,WILCO 010818 84243
SOLSTICE ARTS,43108,80554,58,5,0,736513,53,736513-1,0,,SOLSTICE ARTS 010818 80554
West of the Wind Designs,43105,94312,95,0,0,736507,90,736507-1,-5,PO MISMATCH,WEST OF THE WIND 010518 94312
"StyleCraft Home Collection, Inc.",43105,1435248,25.69,0,0,736386,27.04,736386-2,1.35,,STYLECRAFT 010818 (3)
SOLSTICE ARTS,43108,80554,85,5,0,736296,80,736296-1,0,,SOLSTICE ARTS 010818 80554
"PEKING HANDICRAFT, INC.",43104,4330774,75,5,0,736088,70,736088-1,0,,PEKING 010518 4330774
Saverio Inc.,43104,201810007,30,5,0,736068,25,736068-1,0,,SAVERIO 010418 201810007
WOODED RIVER,43108,122336,98.28,0,0,736056,98.28,736056-1,0,,WOODED RIVER 010818 122336
WOODED RIVER,43108,122340,69.16,0,0,735958,69.16,735958-1,0,,WOODED RIVER 010818 122340
"Trans-Ocean Import Co., Inc.",43105,850810,39.9,0,0,735887,39.9,735887-1,0,,TRANS OCEAN 010818 850810
WOODED RIVER,43108,122341,294.84,0,0,735731,294.84,735731-1,0,,WOODED RIVER 010818 122341
Mexican Country Imports,43108,10861,207.72,9.95,26.77,735700,171,735700-1,0,,MEXICAN COUNTRY 010817 10861
"PEKING HANDICRAFT, INC.",43104,4330775,29,5,0,735688,24,735688-1,0,,PEKING 010518 4330775
WOODED RIVER,43108,122337,296.66,0,0,735560,296.66,735560-1,0,,WOODED RIVER 010818 122337
SOLSTICE ARTS,43104,80492,23,5,0,735551,18,735551-2,0,,SOLSTICE ARTS 010418 80492
WOODED RIVER,43104,122305,101.92,0,0,735543,101.92,735543-2,0,,WOODED RIVER 010518 122305
WOODED RIVER,43104,122302,190.19,0,0,735533,190.19,735533-1,0,,WOODED RIVER 010518 122302
"StyleCraft Home Collection, Inc.",43105,1435246,21.62,0,0,735449,22.76,735449-3,1.14,,STYLECRAFT 010818 (3)
Magnolia Casual,43103,82659,73.5,3,0,735416,70.5,735416-1,0,,MAGNOLIA CASUAL 010318 82659
Saverio Inc.,43103,201810005,190,10,0,735378,180,735378-1,0,,SAVERIO 010318 201810005
"StyleCraft Home Collection, Inc.",43105,1435247,59.47,0,0,735368,62.6,735368-1,3.13,,STYLECRAFT 010818 (3)
HOMEFIRES,43103,45294,27.5,5,0,735305,22.5,735305-3,0,,HOMEFIRES 010318 45294
"Trans-Ocean Import Co., Inc.",43103,850480,15.95,0,0,735305,15.95,735305-2,0,,TRANS OCEAN 010418 (2)
"Michaelian Home, Inc.",43104,53896,60,0,0,735276,60,735276-1,0,,MICHAELIAN HOME 010518 53896
Saverio Inc.,43103,201810004,235,10,0,735276,225,735276-2,0,,SAVERIO 010318 201810004
Saverio Inc.,43105,201810002,33,5,0,735227,28,735227-1,0,,SAVERIO 010318 201810002
WOODED RIVER,43104,122303,22.75,0,0,735227,22.75,735227-2,0,,WOODED RIVER 010518 122303
WOODED RIVER,43104,122297,68.25,0,0,735188,68.25,735188-1,0,,WOODED RIVER 010518 122297
Lorec Ranch Wholesale,43103,603,71.99,10,0,735155,61.99,735155-1,0,,LOREC 010318 603
Webers Leather,43102,94862,27.26,8.02,0,735147,19.24,735147-1,-3.55271E-15,,WEBERS 010218 94862
Rizzy Home,43104,4076054,71,5,0,735050,66,735050-1,0,Duplicate - NOT UPLOADED,RIZZY 010418 (3)
Rizzy Home,43104,4076054,71,5,0,735050,66,735050-1,0,,RIZZY 010418 (3)
Webers Leather,43102,94862,28.44,8.02,0,735034,20.42,735034-1,0,,WEBERS 010218 94862
West of the Wind Designs,43102,94303,95,0,0,735009,90,735009-2,-5,PO MISMATCH,WEST OF THE WIND 010218 94303
SOLSTICE ARTS,43103,80467,40,5,0,735003,35,735003-2,0,,SOLSTICE ARTS 010317 80467
SOLSTICE ARTS,43103,80467,80,5,0,734961,75,734961-1,0,,SOLSTICE ARTS 010317 80467
Songbird Essentials,43102,1277939,16.4,3.5,0,734944,12.9,734944-2,0,,SONGBIRD 010218 1277939
SOLSTICE ARTS,43103,80467,40,5,0,734937,35,734937-2,0,,SOLSTICE ARTS 010317 80467
WOODED RIVER,43104,122293,310.31,0,0,734926,310.31,734926-1,0,,WOODED RIVER 010418 122293
WOODED RIVER,43104,122295,58.24,0,0,734868,58.24,734868-2,0,,WOODED RIVER 010418 122295
West of the Wind Designs,43102,94302,95,0,0,734863,90,734863-1,-5,PO MISMATCH,WEST OF THE WIND 010218 94302
Saverio Inc.,43105,201810001,205,10,0,734862,195,734862-1,0,,SAVERIO 010318 201810001
SOLSTICE ARTS,43103,80467,100,5,0,734861,95,734861-1,0,,SOLSTICE ARTS 010317 80467
West of the Wind Designs,43102,94301,95,0,0,734793,95,734793-2,0,,WEST OF THE WIND 010218 94301
WOODED RIVER,43104,122300,422.24,0,0,734789,422.24,734789-1,0,,WOODED RIVER 010518 122300
SOLSTICE ARTS,43103,80467,40,5,0,734783,35,734783-2,0,,SOLSTICE ARTS 010317 80467
Lorec Ranch Wholesale,43104,608,129.98,10,0,734612,119.98,734612-1,0,,LOREC 010418 608
Saverio Inc.,43104,201810008,190,10,0,734594,180,734594-1,0,,SAVERIO 010518 201810008
"OK CASTING, LLC.",43103,68323,79,15,0,734515,64,734515-2,0,,OK CASTING 010418 68323
WOODED RIVER,43104,122299,534.17,0,0,734408,534.17,734408-1,0,,WOODED RIVER 010518 122299
"KAS Oriental Rugs, Inc.",43105,670971,34.2,0,0,734400,34.2,734400-2,0,Duplicate - NOT UPLOADED,KAS 010518 (2)
HOMEFIRES,43102,45258,50,5,0,734400,45,734400-1,0,,HOMEFIRES 010218 45258
"KAS Oriental Rugs, Inc.",43105,670971,34.2,0,0,734400,34.2,734400-2,0,,KAS 010518 (2)
SOLSTICE ARTS,43103,80467,67,5,0,734377,62,734377-1,0,,SOLSTICE ARTS 010317 80467
SOLSTICE ARTS,43102,80452,67,5,0,734319,62,734319-2,0,,SOLSTICE ARTS 010218 80452
WOODED RIVER,43104,122296,58.24,0,0,734279,58.24,734279-1,0,,WOODED RIVER 010418 122296
WOODED RIVER,43104,122292,58.24,0,0,734232,58.24,734232-1,0,,WOODED RIVER 010418 122292
Webers Leather,43102,94862,18.07,7.86,0,734219,10.21,734219-1,0,,WEBERS 010218 94862
WOODED RIVER,43104,122304,232.05,0,0,734197,232.05,734197-2,0,,WOODED RIVER 010518 122304
HOMEFIRES,43102,45257,99,5,0,734188,94,734188-1,0,,HOMEFIRES 010218 45257
Rizzy Home,43104,4076053,82.44,5,0,734187,77.44,734187-1,0,Duplicate - NOT UPLOADED,RIZZY 010418 (3)
Rizzy Home,43104,4076053,82.44,5,0,734187,77.44,734187-1,0,,RIZZY 010418 (3)
"Trans-Ocean Import Co., Inc.",43103,850311,72.4,0,0,734165,72.4,734165-1,0,,TRANS OCEAN 010418 (2)
WOODED RIVER,43104,122294,183.82,0,0,734157,183.82,734157-1,0,,WOODED RIVER 010418 122294
"Westport Linens, Inc",43103,104414,15,0,0,734155,26,734155-1,11,,WESTPORT LINENS 010818 104414
Songbird Essentials,43102,1277938,15.27,3.5,0,734144,11.77,734144-2,0,,SONGBIRD 010218 1277938
"KAS Oriental Rugs, Inc.",43105,670970,38,0,0,734135,38,734135-2,0,Duplicate - NOT UPLOADED,KAS 010518 (2)
"KAS Oriental Rugs, Inc.",43105,670970,38,0,0,734135,38,734135-2,0,,KAS 010518 (2)
EVERGREEN ENTERPRISES,43103,6393295,75,10,0,734110,65,734110-2,0,,EVERGREEN 010418 6393295
Rizzy Home,43104,4076055,82.44,5,0,734097,77.44,734097-2,0,Duplicate - NOT UPLOADED,RIZZY 010418 (3)
Rizzy Home,43104,4076055,82.44,5,0,734097,77.44,734097-2,0,,RIZZY 010418 (3)
SOLSTICE ARTS,43102,80452,67,5,0,734083,62,734083-2,0,,SOLSTICE ARTS 010218 80452
Bacova Guild,43102,4587092,8.25,0,0,733998,7.26,733998-1,-0.99,,BACOVA 010318 (12)
HiEnd Accents,43098,229564,27,5,0,733991,22,733991-1,0,,HIEND 010518 (69)
SOLSTICE ARTS,43102,80452,40,5,0,733981,35,733981-2,0,,SOLSTICE ARTS 010218 80452
Crestview Collection,43103,283257,27.95,0,0,733962,12.95,733962-1,-15,PO MISMATCH,CRESTVIEW 010318 (2)
Crestview Collection,43103,283258,55.9,0,0,733949,25.9,733949-1,-30,PO MISMATCH,CRESTVIEW 010318 (2)
SOLSTICE ARTS,43102,80452,67,5,0,733944,62,733944-1,0,,SOLSTICE ARTS 010218 80452
HiEnd Accents,43098,229568,25,5,0,733943,20,733943-2,0,,HIEND 010518 (69)
SOLSTICE ARTS,43098,80409,45,5,0,733920,40,733920-1,0,,SOLSTICE ARTS 122917 80409
HiEnd Accents,43098,229567,93,5,0,733889,88,733889-1,0,,HIEND 010518 (69)
SOLSTICE ARTS,43098,80409,63,5,0,733870,58,733870-2,0,,SOLSTICE ARTS 122917 80409
HiEnd Accents,43098,229569,435,5,0,733856,430,733856-1,0,,HIEND 010518 (69)
HiEnd Accents,43098,229565,45,5,0,733820,40,733820-1,0,,HIEND 010518 (69)
HiEnd Accents,43098,229566,55,5,0,733809,50,733809-1,0,,HIEND 010518 (69)
Webers Leather,43098,94820,21.32,8.02,0,733784,13.3,733784-1,0,,WEBERS 122917 94820
HiEnd Accents,43098,229560,55,5,0,733778,50,733778-1,0,,HIEND 010518 (69)
HiEnd Accents,43098,229570,52,5,0,733776,47,733776-1,0,,HIEND 010518 (69)
WOODED RIVER,43103,122286,141.05,0,0,733764,141.05,733764-1,0,,WOODED RIVER 010318 122286
HiEnd Accents,43098,229561,34.5,5,0,733762,29.5,733762-1,0,,HIEND 010518 (69)
Crestview Collection,43103,283252,169.9,0,0,733742,169.9,733742-1,0,,CRESTVIEW 010318 (2.3)
Bacova Guild,43102,4587091,21.25,0,0,733739,18.7,733739-2,-2.55,,BACOVA 010318 (12)
HiEnd Accents,43098,229563,42,5,0,733738,37,733738-2,0,,HIEND 010518 (69)
HiEnd Accents,43098,229595,242,5,0,733721,237,733721-2,0,,HIEND 010518 (69)
HOMEFIRES,43102,45244,27.5,5,0,733720,22.5,733720-2,0,,HOMEFIRES 010218 45244
WOODED RIVER,43098,122248,63.7,0,0,733697,63.7,733697-1,0,,WOODED RIVER 122917 122248
WOODED RIVER,43103,122278,654.29,0,0,733649,1191.19,733649-2,536.9,,WOODED RIVER 010318 122278
"American Natural Resources, Inc.",43097,934,175,0,0,733638,175,733638-2,0,,AMERICAN NATURAL RES 010218 934
HiEnd Accents,43097,229359,167.5,5,0,733629,172.5,733629-1,10,,HIEND 010518 (69)
West of the Wind Designs,43098,94290,95,0,0,733628,90,733628-3,-5,PO MISMATCH,WEST OF THE WIND 122917 94290
Crestview Collection,43102,282933,124.95,0,0,733610,124.95,733610-1,0,,CRESTVIEW 010218 2.3
Lorec Ranch Wholesale,43104,607,219.98,10,0,733594,209.98,733594-1,0,,LOREC 010418 607
"J.L.T. Studios, LLC",43104,6821,713,18,0,733563,695,733563-1,0,,JLT STUDIOS 010417 6821
Bacova Guild,43102,4587090,31.3,0,0,733534,27.54,733534-2,-3.76,,BACOVA 010318 (12)
EVERGREEN ENTERPRISES,43104,6393298,70,5,0,733518,65,733518-1,0,,EVERGREEN 010518 6393298
HiEnd Accents,43097,229355,25,5,0,733514,20,733514-1,0,,HIEND 010518 (69)
HiEnd Accents,43097,229357,44,5,0,733512,39,733512-1,0,,HIEND 010518 (69)
Artisans Gallery,43097,733500-2,47,6.05,0,733500,40,733500-2,-41.9,Duplicate - NOT UPLOADED,ARTISANS GALLERY 122817 733500-2
Artisans Gallery,43097,733500-2,47,6.05,0,733500,40,733500-2,-41.9,PO MISMATCH,ARTISANS GALLERY 733500-2
Artisans Gallery,43096,733500-3,47,6.05,0,733500,40,733500-3,-41.9,PO MISMATCH,ARTISANS GALLERY 122817 733500-3
Artisans Gallery,43097,733499-1,95.5,6,0,733499,89.5,733499-1,0,,ARTISANS GALLERY 122917 733499-1
HiEnd Accents,43097,229356,55,5,0,733492,50,733492-3,0,,HIEND 010518 (69)
Crestview Collection,43102,282932,84.95,0,0,733475,84.95,733475-1,0,,CRESTVIEW 010218 2.3
HiEnd Accents,43097,229354,244,5,0,733429,239,733429-1,0,,HIEND 010518 (69)
Colorado Carpets,43100,1712-4,53.5,0,0,733419,53.5,733419-1,0,,COLORADO CARPETS 010218 BFD1712-4
HiEnd Accents,43097,229358,26,5,0,733390,21,733390-1,0,,HIEND 010518 (69)
WOODED RIVER,43098,122262,444.99,0,0,733368,444.99,733368-1,0,,WOODED RIVER 010218 122262
SOLSTICE ARTS,43097,80389,100,5,0,733353,95,733353-2,0,,SOLSTICE ARTS 122817 80389
SOLSTICE ARTS,43097,80389,23,5,0,733352,18,733352-2,0,,SOLSTICE ARTS 122817 80389
Artisans Gallery,43090,733344-1,220,12,0,733344,208,733344-1,0,,ARTISANS GALLERY 122717 733344-1
Bacova Guild,43102,4587089,36.25,0,0,733338,31.9,733338-2,-4.35,,BACOVA 010318 (12)
Bacova Guild,43102,4587088,11.9,0,0,733320,10.47,733320-2,-1.43,,BACOVA 010318 (12)
HOMEFIRES,43102,45243,27.5,5,0,733288,22.5,733288-1,0,,HOMEFIRES 010218 45243
Webers Leather,43096,94777,40.63,5,0,733271,35.63,733271-1,0,,WEBERS 122717 94777
HiEnd Accents,43096,229256,25,5,0,733232,20,733232-1,0,,HIEND 010518 (69)
HiEnd Accents,43096,229259,50,5,0,733227,45,733227-2,0,,HIEND 010518 (69)
Webers Leather,43096,94777,18.07,7.86,0,733200,10.21,733200-1,0,,WEBERS 122717 94777
HiEnd Accents,43096,229261,310,5,0,733189,305,733189-1,0,,HIEND 010518 (69)
HiEnd Accents,43096,229257,55,5,0,733181,50,733181-2,0,,HIEND 010518 (69)
HiEnd Accents,43096,229254,115,5,0,733173,110,733173-1,0,,HIEND 010518 (69)
Crestview Collection,43102,282935,27.95,0,0,733167,12.95,733167-1,-15,PO MISMATCH,CRESTVIEW 010218 2.2
HiEnd Accents,43096,229264,175,5,0,733163,170,733163-2,0,,HIEND 010518 (69)
Bacova Guild,43102,4587087,15.25,0,0,733150,13.42,733150-2,-1.83,,BACOVA 010318 (12)
HiEnd Accents,43096,229258,73,5,0,733126,68,733126-1,0,,HIEND 010518 (69)
HiEnd Accents,43096,229266,45,5,0,733105,40,733105-2,0,,HIEND 010518 (69)
WOODED RIVER,43097,122222,25.48,0,0,733011,25.48,733011-3,0,,WOODED RIVER 122817 122222
HiEnd Accents,43096,229271,55,5,0,733005,50,733005-2,0,,HIEND 010518 (69)
HiEnd Accents,43096,229273,80,5,0,733000,75,733000-1,0,,HIEND 010518 (69)
HiEnd Accents,43096,229255,185,5,0,732980,180,732980-1,0,,HIEND 010518 (69)
HiEnd Accents,43096,229274,143,5,0,732979,138,732979-1,0,,HIEND 010518 (69)
"StyleCraft Home Collection, Inc.",43097,1432862,125.31,0,0,732977,133.91,732977-1,8.6,,STYLECRAFT 122917 (2)
HiEnd Accents,43096,229277,200,5,0,732937,195,732937-2,0,,HIEND 010518 (69)
HiEnd Accents,43096,229260,47,5,0,732935,42,732935-1,0,,HIEND 010518 (69)
Bacova Guild,43102,4587086,8.25,0,0,732924,7.26,732924-1,-0.99,,BACOVA 010318 (12)
HiEnd Accents,43096,229265,35,5,0,732917,30,732917-1,0,,HIEND 010518 (69)
Certified International Corporation,43096,732901-2,64,0,0,732901,80,732901-2,16,,CERTIFIED INTL 122817 732901-2
Crestview Collection,43102,282934,27.95,0,0,732893,12.95,732893-1,-15,PO MISMATCH,CRESTVIEW 010218 2.2
"Trans-Ocean Import Co., Inc.",43095,849277,19.95,0,0,732885,19.95,732885-1,0,,TRANS OCEAN 122717 849277
HiEnd Accents,43096,229262,222,5,0,732883,217,732883-1,0,,HIEND 010518 (69)
SOLSTICE ARTS,43097,80389,65,5,0,732868,60,732868-2,0,,SOLSTICE ARTS 122817 80389
HiEnd Accents,43096,229263,244,5,0,732843,239,732843-1,0,,HIEND 010518 (69)
HiEnd Accents,43096,229276,49,5,0,732818,44,732818-2,0,,HIEND 010518 (69)
Bacova Guild,43102,4587085,20.9,0,0,732808,18.4,732808-2,-2.5,,BACOVA 010318 (12)
HiEnd Accents,43096,229272,170,5,0,732793,165,732793-1,0,,HIEND 010518 (69)
Webers Leather,43096,94777,52.64,9.41,0,732775,56.53,732775-1,13.3,,WEBERS 122717 94777
WOODED RIVER,43097,122235,58.24,0,0,732770,58.24,732770-1,0,,WOODED RIVER 122817 122235
WOODED RIVER,43098,122250,120.12,0,0,732766,120.12,732766-1,0,,WOODED RIVER 122917 122250
Crestview Collection,43102,282937,74.95,0,0,732733,74.95,732733-1,0,,CRESTVIEW 010218 2
Bacova Guild,43102,4587084,21.25,0,0,732704,18.7,732704-2,-2.55,,BACOVA 010318 (12)
HiEnd Accents,43096,229278,299,5,0,732635,294,732635-1,0,,HIEND 010518 (69)
SOLSTICE ARTS,43097,80389,63,5,0,732621,58,732621-2,0,,SOLSTICE ARTS 122817 80389
HiEnd Accents,43096,229269,30,5,0,732608,25,732608-3,0,,HIEND 010518 (69)
HiEnd Accents,43096,229275,200,5,0,732597,195,732597-1,0,,HIEND 010518 (69)
Artisans Gallery,43096,732595-2,80.45,8,0,732595,72.45,732595-2,0,,ARTISANS GALLERY 122817 732595-2
HiEnd Accents,43096,229267,397,5,0,732595,392,732595-1,0,,HIEND 010518 (69)
Crestview Collection,43102,282936,124.95,0,0,732582,124.95,732582-1,0,,CRESTVIEW 010218 2
Bacova Guild,43102,4587083,8.8,0,0,732571,7.26,732571-2,-1.54,,BACOVA 010318 (12)
Webers Leather,43095,94725,22.27,8.02,0,732562,14.25,732562-1,0,,WEBERS 122717 94725
Crestview Collection,43104,283694,64.95,0,0,732544,64.95,732544-2,0,,CRESTVIEW 010418 283694
Artisans Gallery,43090,732541-1,29,5,0,732541,24,732541-1,0,,ARTISANS GALLERY 122717 732541-1
WOODED RIVER,43098,122251,696.15,0,0,732535,696.15,732535-1,0,,WOODED RIVER 122917 122251
WOODED RIVER,43098,122240,415.87,0,0,732526,415.87,732526-1,0,,WOODED RIVER 122917 122240
WOODED RIVER,43098,122266,500.5,0,0,732522,500.5,732522-1,0,,WOODED RIVER 010218 122266
HiEnd Accents,43096,229280,311,5,0,732518,306,732518-1,0,,HIEND 010518 (69)
Designers Fountain,43095,92915852,91.75,5,0,732513,86.75,732513-2,0,,DESIGNERS FTN 010218 92915852
HiEnd Accents,43096,229268,50,5,0,732510,45,732510-2,0,,HIEND 010518 (69)
WOODED RIVER,43097,122234,108.29,0,0,732510,108.29,732510-3,0,,WOODED RIVER 122817 122234
Bacova Guild,43102,4587082,43,0,0,732508,37.85,732508-1,-5.15,,BACOVA 010318 (12)
HiEnd Accents,43096,229281,147,5,0,732496,142,732496-2,0,,HIEND 010518 (69)
"StyleCraft Home Collection, Inc.",43097,1432863,45.99,0,0,732426,48.41,732426-2,2.42,,STYLECRAFT 122917 (2)
HiEnd Accents,43096,229270,100,5,0,732420,95,732420-2,0,,HIEND 010518 (69)
Bacova Guild,43102,4587081,14.2,0,0,732397,12.5,732397-2,-1.7,,BACOVA 010318 (12)
HiEnd Accents,43091,228998,74,5,0,732352,69,732352-3,0,,HIEND 010518 (69)
Rizzy Home,43091,4070366,58.9,5,0,732311,53.9,732311-1,0,,RIZZY 122717 4070366
Mexican Country Imports,43108,10856,144.97,9.95,21.02,732307,114,732307-1,0,,MEXICAN COUNTRY 010817 10856
Colorado Carpets,43100,1712-4,53.5,0,0,732221,53.5,732221-1,0,,COLORADO CARPETS 010218 BFD1712-4
WGI Gallery,43091,175981,58.84,3,0,732217,55.84,732217-1,0,,WGI 010418 175981
HiEnd Accents,43091,228999,45,5,0,732214,80,732214-1,40,,HIEND 010518 (69)
HiEnd Accents,43091,229000,55,5,0,732191,50,732191-1,0,,HIEND 010518 (69)
Blue Sky Clayworks,43096,8287,8,0,0,732190,8,732190-2,0,,BLUE SKY 122817 8287
EVERGREEN ENTERPRISES,43105,6393296,102,5,0,732188,97,732188-1,0,,EVERGREEN 010818 6393296
Bacova Guild,43096,4585068,14.2,0,0,732154,12.5,732154-4,-1.7,,BACOVA 122817 (5)
Colorado Carpets,43100,1712-4,105,0,0,732095,105,732095-2,0,,COLORADO CARPETS 010218 BFD1712-4
HiEnd Accents,43091,229001,95,5,0,732086,90,732086-1,0,,HIEND 010518 (69)
Colorado Carpets,43100,1712-4,75.5,0,0,732076,75.5,732076-1,0,,COLORADO CARPETS 010218 BFD1712-4
WOODED RIVER,43097,122226,60.97,0,0,732075,60.97,732075-2,0,,WOODED RIVER 122817 122226
Elk Group International,43091,1724356,254,5,0,732072,259,732072-1,10,,ELK 122717 1724356
Bacova Guild,43096,4585067,19.25,0,0,732063,16.94,732063-1,-2.31,,BACOVA 122817 (5)
HiEnd Accents,43091,228980,160,5,0,732050,155,732050-2,0,,HIEND 010518 (69)
Mexican Country Imports,43108,10859,162.06,9.95,38.11,732043,114,732043-1,0,,MEXICAN COUNTRY 010817 10859
WILD WINGS,43090,338486,50.6,5,0,732033,45.6,732033-1,0,,WILD WINGS 122717 (16)
HiEnd Accents,43091,228979,20,5,0,732029,15,732029-2,0,,HIEND 010518 (69)
Crestview Collection,43091,281848,124.95,0,0,732016,124.95,732016-1,0,,CRESTVIEW 122717 (2)
Blue River Traders,43105,88,325,25,0,731995,300,731995-1,0,,BLUE RIVER 010518 88
Crestview Collection,43091,281849,129.9,0,0,731946,129.9,731946-1,0,,CRESTVIEW 122717 (2)
"StyleCraft Home Collection, Inc.",43090,1431246,45.99,0,0,731894,48.41,731894-1,2.42,,STYLECRAFT 122217 1431246
Bacova Guild,43096,4585066,30.05,0,0,731874,26.44,731874-2,-3.61,,BACOVA 122817 (5)
"Mood Dekor, Inc.",43091,854,64.35,9.35,0,731872,55,731872-2,0,,MOOD DEKOR 122717 854
Bacova Guild,43096,4585065,9,0,0,731843,7.92,731843-2,-1.08,,BACOVA 122817 (5)
Laural Home,43090,17407,32,0,0,731843,32,731843-3,0,,LAURAL HOME 122717 (23)
WILD WINGS,43089,338396,62,5,0,731783,57,731783-2,0,,WILD WINGS 122717 (16)
HiEnd Accents,43089,228666,25,5,0,731763,20,731763-1,0,,HIEND 010518 (69)
Colorado Carpets,43100,1712-4,379,0,0,731751,379,731751-1,0,,COLORADO CARPETS 010218 BFD1712-4
"Trans-Ocean Import Co., Inc.",43090,848111,19.95,0,0,731750,19.95,731750-2,0,,TRANS OCEAN 122217 848111
Colorado Carpets,43100,1712-4,53.5,0,0,731737,53.5,731737-2,0,,COLORADO CARPETS 010218 BFD1712-4
HiEnd Accents,43091,228982,102.5,5,0,731733,97.5,731733-1,0,,HIEND 010518 (69)
HiEnd Accents,43089,228667,30,5,0,731728,25,731728-1,0,,HIEND 010518 (69)
Colorado Carpets,43100,1712-4,75.5,0,0,731717,75.5,731717-1,0,,COLORADO CARPETS 010218 BFD1712-4
Colorado Carpets,43100,1712-4,79.5,0,0,731679,79.5,731679-2,0,,COLORADO CARPETS 010218 BFD1712-4
HiEnd Accents,43091,228978,170,5,0,731608,165,731608-1,0,,HIEND 010518 (69)
WGI Gallery,43091,175981,58.84,3,0,731573,55.84,731573-2,0,,WGI 010418 175981
Colorado Carpets,43100,1712-4,53.5,0,0,731526,53.5,731526-2,0,,COLORADO CARPETS 010218 BFD1712-4
HiEnd Accents,43089,228668,50,5,0,731514,45,731514-2,0,,HIEND 010518 (69)
Bacova Guild,43096,4585064,9,0,0,731493,7.92,731493-1,-1.08,,BACOVA 122817 (5)
Colorado Carpets,43100,1712-4,149,0,0,731488,149,731488-1,0,,COLORADO CARPETS 010218 BFD1712-4
Kimlor,43089,840248,34.45,6.95,0,731463,27.5,731463-1,-3.55271E-15,,KIMLOR 122717 (111)
"American Cover Design 26, Inc.",43089,110467,30,5,0,731441,25,731441-2,0,,AMERICAN COVER 010218 (4)
Laural Home,43089,17394,98,0,0,731426,98,731426-2,0,,LAURAL HOME 122717 (23)
Kimlor,43089,840247,22.45,6.95,0,731424,15.5,731424-1,0,,KIMLOR 122717 (111)
WGI Gallery,43091,175981,58.84,3,0,731417,55.84,731417-2,0,,WGI 010418 175981
WILD WINGS,43089,338395,62,5,0,731416,57,731416-2,0,,WILD WINGS 122717 (16)
Kimlor,43089,840246,41.45,6.95,0,731415,34.5,731415-1,0,,KIMLOR 122717 (111)
HiEnd Accents,43091,228977,26,5,0,731400,21,731400-4,0,,HIEND 010518 (69)
WILD WINGS,43089,338394,56.3,5,0,731382,51.3,731382-1,0,,WILD WINGS 122717 (16)
HiEnd Accents,43089,228665,20,5,0,731378,15,731378-2,0,,HIEND 010518 (69)
Kimlor,43089,840245,31.45,6.95,0,731348,24.5,731348-1,0,,KIMLOR 122717 (111)
Kimlor,43089,840244,56.45,6.95,0,731316,49.5,731316-1,0,,KIMLOR 122717 (111)
Kimlor,43089,840243,56.45,6.95,0,731300,49.5,731300-1,0,,KIMLOR 122717 (111)
Colorado Carpets,43100,1712-4,149,0,0,731285,149,731285-1,0,,COLORADO CARPETS 010218 BFD1712-4
"American Cover Design 26, Inc.",43089,110467,13.25,5,0,731268,8.25,731268-2,0,,AMERICAN COVER 010218 (4)
"American Cover Design 26, Inc.",43089,110467,70.9,5,0,731266,65.9,731266-1,0,,AMERICAN COVER 010218 (4)
Kimlor,43089,840242,41.95,6.95,0,731263,35,731263-1,0,,KIMLOR 122717 (111)
Laural Home,43088,17381,68,0,0,731255,68,731255-3,0,,LAURAL HOME 122717 (23)
Colorado Carpets,43100,1712-4,79.5,0,0,731226,79.5,731226-1,0,,COLORADO CARPETS 010218 BFD1712-4
Colorado Carpets,43100,1712-4,53.5,0,0,731223,53.5,731223-1,0,,COLORADO CARPETS 010218 BFD1712-4
Kimlor,43089,840241,83.2,6.95,0,731161,76.25,731161-1,0,,KIMLOR 122717 (111)
American Furniture Classics,43103,159754,525,0,0,731117,525,731117-1,0,,AMERICAN FURNITURE 010418 159754
Laural Home,43088,17382,49,0,0,731110,49,731110-1,0,,LAURAL HOME 122717 (23)
