Vendor Name,Invoice  Date,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,PO Num,Total    Difference,Discrepancy,Memo
PARK DESIGN,43124,1394840,35,5,4.5,743031,21.68,743031-2,-3.82,PO MISMATCH,PARK 012418 1394840
PARK DESIGN,43056,1388103,35,5,4.5,708699,21.68,708699-2,-3.82,PO MISMATCH,PARK 112017 1388103
PARK DESIGN,43084,1391082,35,5,4.5,727726,21.68,727726-2,-3.82,PO MISMATCH,PARK 121517 1391082
PARK DESIGN,43119,1394344,37.2,5,4.2,741081,20.24,741081-1,-7.76,PO MISMATCH,PARK 011918 1394344
PARK DESIGN,43067,1389067,39.5,5,4.5,711255,21.68,711255-3,-8.32,PO MISMATCH,PARK 112917 1389067
PARK DESIGN,43080,1390515,41,5,5.4,724223,26.01,724223-3,-4.59,PO MISMATCH,PARK 121117 1390515
PARK DESIGN,43110,1392909,43,5,5.7,734161,27.46,734161-2,-4.84,PO MISMATCH,PARK 011018 1392909
PARK DESIGN,43069,1389313,43,5,5.7,715846,27.46,715846-2,-4.84,PO MISMATCH,PARK 113017 1389313
PARK DESIGN,43069,1389316,43,5,5.7,714998,27.46,714998-1,-4.84,PO MISMATCH,PARK 113017 1389316
PARK DESIGN,43076,1390119,43,5,5.7,718924,27.46,718924-2,-4.84,PO MISMATCH,PARK 120717 1390119
PARK DESIGN,43076,1390137,43,5,5.7,723042,27.46,723042-2,-4.84,PO MISMATCH,PARK 120717 1390137
PARK DESIGN,43080,1390517,43,5,5.7,723491,27.46,723491-2,-4.84,PO MISMATCH,PARK 121117 1390517
PARK DESIGN,43089,1391395,43,5,5.7,730906,27.46,730906-2,-4.84,PO MISMATCH,PARK 122017 1391395
PARK DESIGN,43138,1397058,43,5,5.7,746105,27.46,746105-1,-4.84,PO MISMATCH,PARK 020718 1397058 CC
PARK DESIGN,43138,1397060,43,5,5.7,749750,27.46,749750-2,-4.84,PO MISMATCH,PARK 020718 1397060 CC
PARK DESIGN,43097,1391924,52,5,7.05,733372,33.97,733372-1,-5.98,PO MISMATCH,PARK 122817 1391924
PARK DESIGN,43110,1392915,55,5,7.5,736196,36.12,736196-1,-6.38,PO MISMATCH,PARK 011018 1392915
PARK DESIGN,43076,1390135,55,5,7.5,722898,36.12,722898-1,-6.38,PO MISMATCH,PARK 120717 1390135
PARK DESIGN,43067,1389066,62.5,5,7.5,710736,42.5,710736-2,-7.5,PO MISMATCH,PARK 112917 1389066
PARK DESIGN,43091,1391747,71,5,9.9,731904,47.7,731904-1,-8.4,PO MISMATCH,PARK 122717 1391747
PARK DESIGN,43116,1393753,74.5,5,10.42,739554,50.21,739554-2,-8.87,PO MISMATCH,PARK 011618 1393753
PARK DESIGN,43139,1397286,136.75,5,0,749711,127.93,749711-1,-3.82,PO MISMATCH,PARK 020818 1397286 CC
PARK DESIGN,43139,1397339,143.55,5,0,749030,133.71,749030-1,-4.84,PO MISMATCH,PARK 020818 1397339 CC
PARK DESIGN,43138,1397059,155.36,5,18.61,747124,127.93,747124-2,-3.82,PO MISMATCH,PARK 020718 1397059 CC
PARK DESIGN,43069,1389327,157.87,5,14.32,716973,133.71,716973-2,-4.84,PO MISMATCH,PARK 113017 1389327
PARK DESIGN,43080,1390514,157.87,5,14.32,724350,133.71,724350-1,-4.84,PO MISMATCH,PARK 121117 1390514
PARK DESIGN,43067,1389064,158.18,5,14.63,710958,133.71,710958-2,-4.84,PO MISMATCH,PARK 112917 1389064
PARK DESIGN,43096,1391841,159.67,5,22.92,732880,127.93,732880-1,-3.82,PO MISMATCH,PARK 122717 1391841
PARK DESIGN,43056,1388068,159.78,5,16.23,708921,133.71,708921-1,-4.84,PO MISMATCH,PARK 112017 1388068
PARK DESIGN,43097,1391923,161.06,5,17.51,733667,133.71,733667-2,-4.84,PO MISMATCH,PARK 122817 1391923
PARK DESIGN,43097,1391922,161.34,5,22.04,733670,132.52,733670-2,-1.78,PO MISMATCH,PARK 122817 1391922
PARK DESIGN,43116,1393750,162.02,5,18.47,738348,133.71,738348-1,-4.84,PO MISMATCH,PARK 011618 1393750
PARK DESIGN,43056,1388066,163.67,5,20.12,709164,133.71,709164-1,-4.84,PO MISMATCH,PARK 112017 1388066
PARK DESIGN,43110,1392911,164.32,5,17.42,735385,134.07,735385-2,-7.83,PO MISMATCH,PARK 011018 1392911
PARK DESIGN,43067,1389065,165.57,5,22.02,710824,133.71,710824-2,-4.84,PO MISMATCH,PARK 112917 1389065
PARK DESIGN,43090,1391488,170.54,5,17.64,731630,155.39,731630-2,-8.66,PO MISMATCH,PARK 122117 1391488
PARK DESIGN,43118,1394220,175.5,5,15.37,740540,147.8,740540-2,-7.33,PO MISMATCH,PARK 011818 1394220
PARK DESIGN,43118,1394219,176.22,5,15.67,740464,148.17,740464-2,-7.38,PO MISMATCH,PARK 011818 1394219
PARK DESIGN,43069,1389318,176.75,5,16.62,714798,147.8,714798-2,-7.33,PO MISMATCH,PARK 113017 1389318
PARK DESIGN,43124,1394842,176.89,5,23.99,742751,144.71,742751-1,-3.19,PO MISMATCH,PARK 012418 1394842
PARK DESIGN,43089,1391391,177.15,5,13.2,729685,154.11,729685-1,-4.84,PO MISMATCH,PARK 122017 1391391
PARK DESIGN,43076,1390131,177.5,5,15.25,722783,152.66,722783-2,-4.59,PO MISMATCH,PARK 120717 1390131
PARK DESIGN,43110,1392916,177.92,5,15.67,736218,152.66,736218-1,-4.59,PO MISMATCH,PARK 011018 1392916
PARK DESIGN,43076,1390134,179.21,5,16.96,721558,152.66,721558-2,-4.59,PO MISMATCH,PARK 120717 1390134
PARK DESIGN,43069,1389317,179.32,5,15.37,714283,154.11,714283-1,-4.84,PO MISMATCH,PARK 113017 1389317
PARK DESIGN,43118,1394221,180.08,5,17.83,741431,152.66,741431-1,-4.59,PO MISMATCH,PARK 011818 1394221
PARK DESIGN,43069,1389326,180.28,5,18.3,717331,170.72,717331-2,-7.51,PO MISMATCH,PARK 113017 1389326
PARK DESIGN,43067,1389068,181.59,5,17.64,711178,154.11,711178-1,-4.84,PO MISMATCH,PARK 112917 1389068
PARK DESIGN,43089,1391389,183.89,5,14.84,730076,155.39,730076-2,-8.66,PO MISMATCH,PARK 122017 1391389
PARK DESIGN,43082,1390852,185.87,5,18.52,724844,153.95,724844-1,-8.4,PO MISMATCH,PARK 121317 1390852
PARK DESIGN,43089,1391388,190.06,5,15.91,730361,162.77,730361-2,-6.38,PO MISMATCH,PARK 122017 1391388
PARK DESIGN,43076,1390129,190.66,5,16.51,720135,162.77,720135-2,-6.38,PO MISMATCH,PARK 120717 1390129
PARK DESIGN,43056,1388067,191.02,5,16.87,708923,162.77,708923-1,-6.38,PO MISMATCH,PARK 112017 1388067
PARK DESIGN,43069,1389312,193.41,5,26.06,713160,158.79,713160-2,-3.56,PO MISMATCH,PARK 113017 1389312
PARK DESIGN,43084,1391083,196.18,5,22.03,727947,162.77,727947-2,-6.38,PO MISMATCH,PARK 121517 1391083
PARK DESIGN,43076,1390117,197.07,5,22.92,718726,162.77,718726-1,-6.38,PO MISMATCH,PARK 120717 1390117
PARK DESIGN,43084,1391134,198.3,5,16.92,727957,165.87,727957-2,-10.51,PO MISMATCH,PARK 121517 1391134
PARK DESIGN,43076,1390133,201.44,5,23.46,722500,169.48,722500-2,-3.5,PO MISMATCH,PARK 120717 1390133
PARK DESIGN,43069,1389309,202.84,5,17.21,712589,169.48,712589-2,-11.15,PO MISMATCH,PARK 113017 1389309
PARK DESIGN,43076,1390122,206.91,5,23.46,719691,168.2,719691-1,-10.25,PO MISMATCH,PARK 120717 1390122
PARK DESIGN,43110,1392920,207.78,5,19.98,737140,160.23,737140-1,-22.57,PO MISMATCH,PARK 011018 1392920
PARK DESIGN,43082,1390851,208.68,5,15.83,724765,175.63,724765-2,-12.22,PO MISMATCH,PARK 121317 1390851
PARK DESIGN,43056,1388074,209.77,5,16.92,709064,175.63,709064-2,-12.22,PO MISMATCH,PARK 112017 1388074
PARK DESIGN,43082,1390834,209.77,5,16.92,725680,175.63,725680-2,-12.22,PO MISMATCH,PARK 121317 1390834
PARK DESIGN,43110,1392908,210.69,5,17.84,735522,175.63,735522-2,-12.22,PO MISMATCH,PARK 011018 1392908
PARK DESIGN,43084,1391079,212.93,5,26.88,728037,172.9,728037-1,-8.15,PO MISMATCH,PARK 121517 1391079
PARK DESIGN,43110,1392919,214.47,5,21.62,736684,175.63,736684-1,-12.22,PO MISMATCH,PARK 011018 1392919
PARK DESIGN,43089,1391386,216.99,5,14.84,730369,183.01,730369-2,-14.14,PO MISMATCH,PARK 122017 1391386
PARK DESIGN,43076,1390130,220.56,5,15.81,720017,195.16,720017-2,-4.59,PO MISMATCH,PARK 120717 1390130
PARK DESIGN,43118,1394223,220.99,5,28.14,741698,175.63,741698-3,-12.22,PO MISMATCH,PARK 011818 1394223
PARK DESIGN,43076,1390126,221.41,5,23.46,721353,183.01,721353-2,-9.94,PO MISMATCH,PARK 120717 1390126
PARK DESIGN,43056,1388075,222.06,5,15.36,710442,183.57,710442-2,-18.13,PO MISMATCH,PARK 112017 1388075
PARK DESIGN,43076,1390132,222.85,5,18.1,722509,195.16,722509-1,-4.59,PO MISMATCH,PARK 120717 1390132
PARK DESIGN,43076,1390121,224.51,5,17.21,719380,190.95,719380-2,-11.35,PO MISMATCH,PARK 120717 1390121
PARK DESIGN,43082,1390853,226.15,5,24.8,725088,182.85,725088-1,-13.5,PO MISMATCH,PARK 121317 1390853
PARK DESIGN,43069,1389322,227.06,5,17.21,713743,196.19,713743-3,-8.66,PO MISMATCH,PARK 113017 1389322
PARK DESIGN,43069,1389310,228.36,5,18.93,713075,189.72,713075-2,-14.71,PO MISMATCH,PARK 113017 1389310
PARK DESIGN,43097,1391925,228.87,5,19.44,724814,189.72,724814-2,-14.71,PO MISMATCH,PARK 122817 1391925
PARK DESIGN,43056,1388069,229.16,5,15.91,708697,196.03,708697-1,-12.22,PO MISMATCH,PARK 112017 1388069
PARK DESIGN,43082,1390855,230.81,5,26.06,725651,188.78,725651-2,-10.97,PO MISMATCH,PARK 121317 1390855
PARK DESIGN,43110,1392964,241.48,5,23.13,734439,205.2,734439-2,-8.15,PO MISMATCH,PARK 011018 1392964
PARK DESIGN,43084,1391081,243.8,5,15.25,727567,209.02,727567-2,-14.53,PO MISMATCH,PARK 121517 1391081
PARK DESIGN,43076,1390120,246.35,5,15.25,719123,211.19,719123-2,-14.91,PO MISMATCH,PARK 120717 1390120
PARK DESIGN,43076,1390118,250.39,5,21.84,719011,215.4,719011-3,-8.15,PO MISMATCH,PARK 120717 1390118
PARK DESIGN,43110,1392912,251.05,5,24.25,734355,205.05,734355-1,-16.75,PO MISMATCH,PARK 011018 1392912
PARK DESIGN,43116,1393752,252.72,5,21.62,738767,211.19,738767-1,-14.91,PO MISMATCH,PARK 011618 1393752
PARK DESIGN,43056,1388070,258.75,5,18.3,708585,219.15,708585-3,-16.3,PO MISMATCH,PARK 112017 1388070
PARK DESIGN,43069,1389319,262.57,5,17.44,714009,223.11,714009-2,-17.02,PO MISMATCH,PARK 113017 1389319
PARK DESIGN,43076,1390124,471.86,5,35.06,719278,411.43,719278-2,-20.37,PO MISMATCH,PARK 120717 1390124
S.P.I.,43137,624542,44,0,0,750487,40.5,750487-1,-3.5,PO MISMATCH,SPI 020718 624542 CC
S.P.I.,43138,624578,85,0,0,750930,75,750930-2,-10,PO MISMATCH,SPI 020818 624578 CC
S.P.I.,43137,624501,127.02,0,0,750140,112,750140-1,-4,PO MISMATCH,SPI 020718 624501 CC
S.P.I.,43136,624463,158,0,0,749567,139.5,749567-2,-18.5,PO MISMATCH,SPI 020618 624463 CC
Sierra Lifestyles,43131,32458,10.5,0,0,746355,10.34,746355-2,-10.66,PO MISMATCH,SIERRA 020118 32458 CC
Sierra Lifestyles,43133,32471,10.5,0,0,746355,10.34,746355-2,-10.66,PO MISMATCH,SIERRA 020818 32471 CC
Sierra Lifestyles,43133,32478,135,0,0,748213,133.05,748213-1,-1.95,PO MISMATCH,SIERRA 020818 32478 CC
SLEEPYS LOG FURNITURE,43129,21754,45,5,0,740746,38,740746-2,-2,PO MISMATCH,SLEEPYS PMT RECPT 020518 577.50 (6) CC
SLEEPYS LOG FURNITURE,43129,21755,45,5,0,739827,38,739827-1,-2,PO MISMATCH,SLEEPYS PMT RECPT 020518 577.50 (6) CC
TAMMEN,43070,2796,895,0,0,719658,845,719658-2,-50,PO MISMATCH,TAMMEN 012518 2796
TAMMEN,43076,2802,895,0,0,722364,845,722364-1,-50,PO MISMATCH,TAMMEN 012518 2802
TAMMEN,43103,2852,1755,0,0,734401,1695,734401-1,-60,PO MISMATCH,TAMMEN 012518 2852
TAMMEN,43088,2843,2315,0,0,730043,2195,730043-1,-120,PO MISMATCH,TAMMEN 012518 2843
AMERICAN DAKOTA,43098,Summer18,1650,0,0,,,Photoshoot18-Photoshoot18,,SAMPLE,AMERICAN DAKOTA 011918 (47)
C AND F ENTERPRISES,43132,I571898,390,6,0,,,7030-,,WAREHOUSE,C&F PMT RECPT 020218 6103.18
Pure Country,43139,864232,463.2,0,6,,,7160-,,WAREHOUSE,PURE CO 020818 863834 CC
Pure Country,43137,863340,614.8,0,10,,,7108-,,WAREHOUSE,PURE CO 020618 863340 CC
Sierra Lifestyles,43138,32537,562.3,0,0,,,7167-,,WAREHOUSE,SIERRA 020818 32537 CC
DONNA SHARP,43136,416509,0,0,0,748592,173.7,748592-1,173.7,,DONNA SHARP 020518 416509 CC
Sierra Lifestyles,43131,32457,5.84,0,0,733974,18.71,733974-1,12.87,,SIERRA 020118 32457 CC
CARSTENS INC,43082,219579,8,3,0,721003,5,721003-1,0,,CARSTENS 121817 1744.50
Sierra Lifestyles,43133,32485,8.5,0,0,748418,8.37,748418-3,-0.13,,SIERRA 020818 32485 CC
Sierra Lifestyles,43136,32517,8.5,0,0,749667,8.37,749667-1,-0.13,,SIERRA 020818 32517 CC
Sierra Lifestyles,43138,32534,8.5,0,0,749393,8.37,749393-2,-0.13,,SIERRA 020818 32534 CC
Sierra Lifestyles,43138,32535,8.5,0,0,750453,8.37,750453-2,-0.13,,SIERRA 020818 32535 CC
CARSTENS INC,43082,219581,9,3,0,726754,6,726754-1,0,,CARSTENS 121817 1744.50
COLORADO DALLAS LLC,43139,19004,10.55,2,0,750449,8.55,750449-2,0,,COLORADO DALLAS 020818 19004 CC
"Kalalou, Inc.",43058,620616,12.3,6,0,711120,6.3,711120-1,-8.88E-16,,KALALOU 112917 620616
"Kalalou, Inc.",43072,626874,12.3,6,0,719229,6.3,719229-1,-8.88E-16,,KALALOU 120417 626874
C AND F ENTERPRISES,43130,I571547,12.5,6,0,746499,6.5,746499-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43131,I571791,12.5,6,0,747215,6.5,747215-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43132,I571976,12.5,6,0,747389,6.5,747389-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43129,I571114,12.5,6,0,744644,111.5,744644-2,105,,C&F PMT RECPT 020218 6103.18
DECOBREEZE GPR,43136,39480,13.05,5,-1.45,748315,8.55,748315-2,-0.95,,GPR 020618 39480 CC
"Kalalou, Inc.",43074,628395,13.2,6,0,720760,7.2,720760-2,8.88E-16,,KALALOU 120617 628395
Cushion Pros/Lava,43131,22031,13.8,0,0,747092,13.8,747092-3,0,,AMERICAN MILLS 020118 22031 CC
CAST HORN DESIGN,43137,20959,14,5,0,749260,9,749260-1,0,,CAST HORN 020618 20959 CC
C AND F ENTERPRISES,43108,I566026,15,6,0,731171,15,731171-1,36,,C&F PMT RECPT 011518 5717.41
DEMDACO 0000        LEAWOOD,43131,21874322,15.75,0,0,745914,15.75,745914-2,0,,DEMDACO 020118 21874364 (8) CC
"Kalalou, Inc.",43109,634633,15.9,6,0,720828,9,720828-1,-0.9,,KALALOU 010918 634633
"Kalalou, Inc.",43109,634641,15.9,6,0,733522,9,733522-2,-0.9,,KALALOU 010918 634641
DEMDACO 0000        LEAWOOD,43131,21874350,16,0,0,746670,16,746670-1,0,,DEMDACO 020118 21874364 (8) CC
Greenland Trading,43136,164816,16,5,0,749259,11,749259-2,0,,GREENLAND 020818 164816 CC
MANUAL WOODWORKERS,43135,8336366,16.5,3,0,747285,13.5,747285-1,0,,MWW 020518 8336366 CC
"Kalalou, Inc.",43082,631038,16.8,6,0,727068,10.8,727068-2,0,,KALALOU 121317 631038
THIRSTYSTONE,43017,INV446871,16.9,5,0,688173,11.9,688173-1,1.78E-15,,THIRSTYSTONE 013118 64
DEMDACO 0000        LEAWOOD,43137,21877327,17,0,0,749338,17,749338-2,0,,DEMDACO 020718 21877345 (4) CC
CAPITOL IMPORTING,43131,165855,17.25,3,0,746890,16.25,746890-1,2,,CAPITOL 020118 165855 CC
CARSTENS INC,43082,219578,17.5,3,0,722547,14.5,722547-2,0,,CARSTENS 121817 1744.50
DEMDACO 0000        LEAWOOD,43137,21877330,17.5,0,0,749474,17.5,749474-1,0,,DEMDACO 020718 21877345 (4) CC
Mayberry Rugs,43132,107718,17.5,5,0,747743,12.5,747743-1,0,,MAYBERRY PMT RECPT 020218 (11) 709.50 CC
Mayberry Rugs,43137,107845,17.5,5,0,749363,12.5,749363-4,0,,MAYBERRY PMT RECPT 020618 (11) 655.50 CC
Mayberry Rugs,43137,107850,17.5,5,0,748638,12.5,748638-1,0,,MAYBERRY PMT RECPT 020618 (11) 655.50 CC
Mayberry Rugs,43138,107900,17.5,5,0,749960,12.5,749960-3,0,,MAYBERRY PMT RECPT 020718 (18) 1075.50 CC
Mayberry Rugs,43139,107966,17.5,5,0,750471,12.5,750471-2,0,,MAYBERRY PMT RECPT 020818 (8) 355.50 CC
Mayberry Rugs,43139,107967,17.5,5,0,750463,12.5,750463-2,0,,MAYBERRY PMT RECPT 020818 (8) 355.50 CC
Mayberry Rugs,43139,107969,17.5,5,0,749690,12.5,749690-2,0,,MAYBERRY PMT RECPT 020818 (8) 355.50 CC
MEISSENBURG DESIGNS,43122,268589,17.5,2,0,742028,15.5,742028-2,0,,MEISSENBURG PMT RECPT.2 020618 667.45 CC (13)
Mayberry Rugs,43132,107723,17.5,5,0,747301,12.5,747301-1,12.5,,MAYBERRY PMT RECPT 020218 (11) 709.50 CC
CARSTENS INC,43082,219582,18,3,0,726390,15,726390-1,0,,CARSTENS 121817 1744.50
CARSTENS INC,43082,219584,18,3,0,727073,15,727073-1,0,,CARSTENS 121817 1744.50
Pure Country,43132,861913,18.2,4,2,745604,12.6,745604-3,0,,PURE CO 020118 861913 CC
Pure Country,43136,863019,18.2,4,2,748645,12.6,748645-1,0,,PURE CO 020618 863019 CC
C AND F ENTERPRISES,43130,I571361,18.5,6,0,746371,12.5,746371-3,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571553,18.5,6,0,746403,12.5,746403-1,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43131,I571789,18.5,6,0,747049,12.5,747049-1,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43132,I572001,18.5,6,0,747557,12.5,747557-2,0,,C&F PMT RECPT 020218 6103.18
DONNA SHARP,43136,416535,18.9,0,0,749388,19.95,749388-1,1.05,,DONNA SHARP 020518 416535 CC
VILLAGE WROUGHT IRON,43138,186437,18.95,5,0,745044,13.95,745044-2,0,,VWI 020718 186437 CC
C AND F ENTERPRISES,43126,I570966,19,6,0,745022,13,745022-1,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571543,19,6,0,746592,13,746592-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571548,19,6,0,745851,13,745851-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43130,I571587,19,6,0,745609,13,745609-1,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43131,I571790,19,6,0,747348,13,747348-2,0,,C&F PMT RECPT 020218 6103.18
C AND F ENTERPRISES,43132,I572000,19,6,0,747622,13,747622-2,0,,C&F PMT RECPT 020218 6103.18
"Kalalou, Inc.",43067,624862,19.5,6,0,714239,13.5,714239-2,0,,KALALOU 112917 624862
"Kalalou, Inc.",43067,625086,19.5,6,0,713664,13.5,713664-1,0,,KALALOU 112917 625086
"Kalalou, Inc.",43069,626103,19.5,6,0,717905,13.5,717905-1,0,,KALALOU 113017 626103
Mayberry Rugs,43132,107722,19.5,5,0,747469,14.5,747469-2,0,,MAYBERRY PMT RECPT 020218 (11) 709.50 CC
Mayberry Rugs,43137,107842,19.5,5,0,749151,14.5,749151-1,0,,MAYBERRY PMT RECPT 020618 (11) 655.50 CC
